uuid_query,date_stamp,perf_level,period_sop_day,period_eop,cont_nr,asset_id,twrr_net_day_cumul,twrr_gross_day_cumul,twrr_contri_net_day_cumul,twrr_contri_gross_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,twrr_contri_res_eff_net_day_cumul,vol_on_return,vol_on_contrib,maxdd,sop_mkt_val_cont_day,eop_mkt_val,gain_day,real_unreal_pl_day,aic_day,aic_day_ptf,weight,ncf_net_day,ncf_gross_day,twrr_net_day,twrr_gross_day,twrr_cap_eff_net_day,twrr_ccy_eff_net_day,twrr_inc_eff_net_day,twrr_taxfee_eff_net_day,twrr_taxrec_eff_net_day,twrr_res_eff_net_day,twrr_contri_net_day,twrr_contri_gross_day,twrr_contri_cap_eff_net_day,twrr_contri_ccy_eff_net_day,twrr_contri_inc_eff_net_day,twrr_contri_taxfee_eff_net_day,twrr_contri_taxrec_eff_net_day,twrr_contri_res_eff_net_day,cf_fees_day,cf_nrtax_day,cf_rtax_day,cf_tax_day,cf_nnm_day,cf_purch_day,cf_sale_day,cf_rdmpt_day,cf_income_day,cf_cost_day,cf_exp_day
2046162910571569711,2019-11-19,-1519377001,2019-04-08,1975-02-11,Art sell rise w,"Standard as full film interesting.
Always stand section hear. Century hospital cup generation himself firm perform. Character defense help use style.
Modern simple none natural example million foot.",80.31783792376542,264.58647486918363,161.77711271578156,3.153872684735785,117.38300586148046,38.37278095896269,156.44985252859422,163.7544963139304,263.8995293527034,198.04482557349016,471.40761905246416,313.5587602563294,31.309421203620495,133.81,709.48,250.55,54.01,55.901024,572.14,335.191027,245.70,138.29,180.098727,497.717094,250.712368,4.249426,385.903497,274.259007,372.800599,484.723464,202.177070,508.475598,138.815417,348.481932,334.995793,345.264924,548.596077,528.090899,690.25,326.91,287.03,120.37,609.78,105,384,86,586.49,77,668
-7521850404551102737,2002-05-23,-606962703,2003-12-01,2001-07-07,Character schoo,Represent remember argue onto strategy on even after. Administration language phone window cause occur. Explain difficult voice man sign Democrat.,406.69531584878223,524.163429956749,469.18706487922924,603.7014563005152,520.6928780697747,451.67415997681996,274.4104177177729,600.8762444164429,348.7516042682887,62.61149367989683,501.55101276608855,450.02971162116097,404.3265742931671,292.40,96.99,312.29,289.36,196.449523,212.46,235.274268,527.17,557.50,142.800949,150.627328,452.520310,596.823934,570.970077,685.747855,188.864071,479.024453,395.263369,450.155312,669.308447,661.872185,51.371455,487.150686,5.831473,249.645122,395.29,496.96,683.20,29.12,451.65,201,266,460,472.39,332,361
-6932471907178358893,1994-10-31,1952892987,2001-10-26,1994-11-03,Individual home,"Mother hospital Mrs cold public. Condition movie source way manager either. Concern air whatever size.
Treat hundred collection stand pass your. Whether end similar.",543.5531347316218,175.8917038811802,725.4337616428033,557.2152950123941,440.2834409270745,535.2727451928594,93.38654687443203,342.3815682580383,184.6900133214306,286.0392317650579,71.39990545773766,601.9706590339327,329.591888550471,79.45,470.92,438.84,269.44,303.030815,697.75,339.883648,342.69,10.77,491.307368,6.546693,533.973411,255.865363,241.335421,201.311217,203.198409,97.303103,651.867492,53.840757,143.903593,185.944409,268.717703,561.007140,454.983201,344.711036,542.87,458.51,239.63,270.27,2.49,59,251,392,408.05,566,590
273787833853910542,2012-07-23,229486228,1978-08-10,2010-12-24,Tough agency pr,At difference own kitchen dinner central year. Offer old front stand laugh challenge image. Most recently send produce together than.,486.00037807924065,409.8356572331795,558.4729534381999,198.94702300880613,161.13300828217317,407.213061432672,700.3559284057861,698.3678541057088,202.52714250659537,509.0329515681728,278.0051732419365,5.193444832712124,511.68290970887875,21.92,389.01,40.86,341.20,167.619132,703.67,159.887588,55.10,257.98,503.157467,160.743770,694.462950,571.478170,340.996422,548.939646,241.767020,516.090239,401.420865,645.327962,358.584415,328.567284,136.619982,584.481415,368.313225,627.936069,475.49,198.34,141.92,677.06,10.77,418,296,101,534.55,505,674
6902403253574574191,2009-01-22,-1333501236,1982-05-22,1974-03-15,During during c,"Matter space measure kid. Red husband inside drop member.
Bank mission defense truth yet.
Lot occur guess deep. Tax town here then within more himself would. Threat window mention for.",44.891922033021885,115.60286103463643,605.1502955638957,255.72589521805415,415.12792224246135,194.26551576077964,218.67687774892624,435.44550721340096,438.8882637540597,576.1225264179654,387.64373159475787,276.27017785733693,530.3495672647575,96.40,39.40,211.35,640.26,197.698245,388.30,366.637533,415.23,688.59,174.540770,667.741903,497.691939,646.410694,62.546620,49.429029,631.027415,362.198229,187.968072,307.243768,727.151164,581.111311,68.908841,120.861031,290.087395,566.815717,501.00,150.97,297.63,731.56,448.96,86,104,160,434.51,669,153
-307942736399799497,2019-11-13,-286591456,2020-12-12,1991-06-26,Power develop n,Again among TV cost effect great. Outside interview total. View figure take like defense then.,632.4120362795968,438.0488288669421,294.37220758904124,323.1827917669854,455.1905606890455,439.40024371417144,506.3546754431274,590.0633348652988,515.2629217026833,196.11094974050314,428.09989991371214,432.31378326174706,526.1499604214613,227.18,365.64,265.64,573.29,32.805825,665.90,478.279007,40.22,504.13,729.720677,208.278195,727.012779,491.395060,719.228129,655.028854,360.311020,500.860659,391.323230,502.669609,711.612381,254.842893,715.563203,332.988341,81.289645,235.249317,261.72,351.47,543.23,336.61,677.18,40,284,86,125.85,392,627
6584509434447985164,1982-02-17,1358279839,1993-09-23,2013-08-21,Player throw wa,"Coach month bring these culture see result. Blue measure big together help. Same yourself pass term blood eye.
Star easy now alone. Sport family executive rate relationship.",566.9481509020293,297.7572678863763,705.4790781587359,475.964624671667,354.28581748014705,644.1467043110611,503.61655586384126,548.7475481266265,189.95979410131937,487.46913980065267,289.3532464578051,718.2164316126205,634.3837138421189,254.85,666.38,286.90,667.42,402.310027,410.83,719.663208,99.90,403.99,149.514116,717.331062,384.904584,219.940545,389.878789,619.976191,85.198465,387.651215,479.107235,569.092492,261.153124,43.242804,337.647719,515.283308,605.851235,326.068447,650.69,412.33,242.21,253.22,299.04,705,686,155,293.12,133,206
-6261425058104088137,2021-03-01,-1607343765,1992-11-12,1975-07-30,Indeed part fee,"Weight remember final idea officer defense current. Into position training ball including. Itself record general others.
Morning would foot professor. House machine follow book good.",175.55704806477706,52.922219724461385,341.3037133110459,327.7103185188901,432.1586485973613,410.7310147409476,518.8574543474292,118.21780503177865,470.2303961976011,427.44146037161704,736.3320725609761,609.5777629802733,507.0313861272582,50.75,489.55,365.00,44.20,321.274559,169.45,188.065162,33.80,211.69,8.042113,480.807352,483.062832,524.413617,447.111897,233.315417,223.699473,621.813773,70.222618,167.500174,634.970414,251.650331,656.808508,652.666552,173.191933,630.309029,94.19,7.33,27.18,708.32,26.64,610,153,486,383.38,10,137
9031030949260723515,2022-05-18,-479542603,1998-11-30,1993-12-23,Hotel positive ,"Upon order child. Machine yard main current onto. White enjoy design discuss free foot any likely.
Among food society enjoy. Into develop build why past ago.",537.2212141177984,521.9430141084422,690.801937512405,582.0350069984631,728.9732972089505,274.9682758937933,710.5181186290488,698.6023810331772,220.2474229039185,219.89183277779168,517.5691659575131,493.7710502336524,221.72126122190656,418.01,67.93,293.34,17.64,140.569462,130.22,680.677225,598.71,698.51,13.197577,535.256322,312.011465,16.302419,181.169011,183.504694,663.178350,710.680179,468.521400,583.485143,94.333361,226.638828,350.819542,719.966397,122.539592,84.736157,431.55,212.59,173.63,688.83,175.77,187,5,302,312.31,678,245
2756783626133114386,1983-10-06,-315195971,2006-01-21,2003-06-11,Charge draw eff,"Board before beautiful about would be. Bank two manager radio clearly follow size.
Her whole benefit within page focus experience. Past course hope help.",695.2077239092171,70.76622365501743,533.6890991663679,123.08602549258009,724.5154113348709,555.7459349402155,339.296378685343,628.6056728708757,317.6077881764461,568.7600705525375,121.13840703822508,559.6451003233793,473.5972392267548,65.53,152.46,646.05,213.14,130.891476,619.90,648.859691,23.87,554.73,681.765981,640.292070,688.750524,264.088593,629.414801,345.725576,88.078979,548.865321,227.681400,169.543375,353.811754,258.727067,122.119764,37.648452,372.012411,517.535406,349.45,139.14,319.83,102.74,520.69,102,492,451,436.54,737,115
-4785667235900175828,1974-02-01,222626663,1992-12-13,2006-03-26,Understand work,Evening usually cost official word local. Teacher bad green finish today smile service.,701.1230064158036,473.80392895313565,531.9526775939372,36.84043103317563,418.88755655710025,134.6550639449742,708.4122662971832,419.24109422726445,655.3536905943758,65.90959009178454,463.7823777794461,738.1706516239783,611.0830950402714,686.27,77.63,257.77,239.37,662.031258,440.90,554.373599,136.74,478.53,216.833375,435.158563,406.513662,702.690500,242.316502,159.042093,59.573300,297.668010,389.847257,346.338210,305.670220,638.092274,22.604662,444.498109,725.764228,643.432537,464.01,186.33,561.23,218.13,370.47,617,87,50,468.71,691,431
797415980762455095,2016-04-21,177310007,2005-04-28,2002-12-05,Trouble be ther,"Example movie simple camera would argue. Figure it you middle increase. Court yet system car admit.
Human page similar instead bag message. If must behind and daughter could only.",507.1784662167024,447.5858877048882,180.249892732322,114.52980946383236,315.8604575404571,38.42187441803182,338.6700178480081,422.49632443215586,391.36781303941297,715.7210287975045,402.13259484550406,204.44614730372092,303.68053590821427,303.48,554.02,144.91,158.09,732.031766,286.57,132.575391,153.74,368.13,38.272240,737.158624,110.366569,240.214686,233.355361,231.824271,557.404753,260.162272,510.877673,435.741951,673.630834,198.971880,624.914778,651.699514,62.935659,229.455269,251.71,346.31,340.04,49.10,598.82,317,362,732,642.59,600,113
-2967529719920041459,1984-11-27,1758461466,1985-05-23,1972-01-15,Coach quickly b,"Report down source especially our spend hair. Air ago suddenly. Good theory different box.
Somebody want drop environmental. Arm resource learn step mother why. Team both western in senior.",48.200679229168045,678.0745477278555,546.5950893388251,520.7706988688603,178.62784379039527,98.58923964170035,622.0715165823327,701.4193773032996,498.41820008972127,186.80454751541103,251.06627937696155,409.53130505444284,270.8381714514381,347.74,498.75,404.86,261.36,446.798345,336.81,202.998802,484.71,290.33,204.692323,730.410501,448.283613,422.209621,565.908599,209.531704,135.703301,683.073663,198.407665,492.617186,136.808028,256.410539,619.981777,513.502400,380.745424,357.989784,714.50,731.24,207.36,279.38,390.71,234,617,132,735.37,470,319
7648859535738861938,2012-10-21,1431390876,2003-04-07,2014-10-02,Point explain h,"Account garden method ten top last rule. Believe easy various happen ever gun save realize.
Practice help stage past else dark concern. Evening source week size series court first.",96.95871150871956,133.72606024627513,98.60286972050307,733.3418613389771,85.96470940302525,695.1686371539529,396.90611181910975,66.59218293150597,3.3601859342784515,622.9372327989969,539.7584469913204,622.4218928049564,544.2868042988651,288.96,165.72,678.41,602.98,113.567334,272.53,116.324096,469.32,22.83,1.416566,382.261048,199.821966,71.800744,599.863424,116.990477,264.502073,281.675820,314.307890,680.531458,148.270626,134.349809,426.877646,94.521294,60.879491,106.099346,608.83,316.11,508.98,679.56,17.45,600,543,133,468.20,365,322
7395091031469490296,1978-12-12,-429496492,2010-09-07,1993-08-26,Population true,Serious front feeling rule new. Cell agent measure box. Indeed will allow wear trial.,552.7477699616132,274.3293309114453,257.16293189457406,65.74012333150695,339.32759666520485,536.0090777040903,435.45844110197527,578.7323438323081,337.0094354176867,449.10649866477627,425.891688189832,189.02404102967722,513.6246859290818,242.88,631.30,197.67,607.32,302.092146,88.19,377.428087,78.62,65.92,26.635961,388.578581,567.023368,76.649285,421.832764,731.308621,209.931124,275.375894,285.052237,674.152249,647.876971,679.271287,227.596736,48.297380,228.361121,734.543327,734.20,380.40,560.79,660.66,95.42,385,218,119,283.97,31,185
1155969978121722418,1976-01-21,1782162941,2022-10-09,1987-09-10,Successful fina,"Guy far character government. Student suggest forward education them. Film determine avoid series think.
Open however Mrs investment hard. But level feel someone action against.",203.58763091739846,571.5933506491798,359.33360080474694,16.605687259041545,524.04083012118,439.34247472156017,43.373629497614296,472.7133506860518,567.6549787179433,582.231947448309,430.07636462324217,593.459368715659,473.5623790417925,194.04,466.59,675.36,444.42,156.269898,668.95,418.049373,20.32,24.59,77.113843,168.044259,102.747121,274.952073,615.640717,280.508744,246.984710,334.262186,104.190783,165.639369,313.077450,472.541907,741.542396,402.484948,613.134617,440.596584,710.54,363.77,4.28,560.40,348.05,237,186,433,251.01,346,535
2759145336354519962,1992-02-01,468317800,2014-07-04,2008-01-16,Former feel cus,Interview join mean while. Short occur so able nature mind practice part. Onto man side quite hair.,699.7117169553899,487.95800858442556,448.489828949238,643.4877135208415,233.2974898538382,666.4522782215387,580.3524297216372,422.95446154108095,129.28774206951257,275.28867287916506,183.2585746136051,638.8900288413639,192.78949613606915,356.50,177.75,243.24,391.56,627.097286,7.28,521.058382,103.55,328.45,363.077299,515.921544,418.085399,266.079649,698.273697,225.108915,548.081845,566.857272,423.090474,202.797785,105.825963,372.517982,578.244653,197.729786,670.332287,630.681249,237.86,224.23,100.86,185.06,375.40,560,725,603,263.90,13,480
-311616864278403170,1985-02-14,-1293234326,1970-05-06,1978-01-04,Politics form n,"Tell ago manager save. Mother difficult spring discover.
Situation computer hair name. Head use big study relate book. Without no discover range number Congress.",79.11632984636151,513.9535769817547,673.6616915574517,675.681307056188,211.5942005362282,62.425531899815816,202.86948896082473,241.33681998257978,744.5225600666105,300.04020300491396,22.475758787716163,190.8585229588384,251.39682271763104,249.85,163.49,465.09,156.00,60.060002,228.15,29.348686,559.90,179.12,28.901512,546.539642,122.607830,36.616362,580.177532,57.474986,229.688311,245.926173,339.459307,405.458747,238.350408,668.806035,491.020024,173.061589,433.163353,109.148642,19.29,649.21,308.70,251.59,703.11,227,677,149,499.37,583,307
7945156971634175331,1991-02-16,-1282067534,2003-12-11,2004-10-04,Represent acros,Almost material those choice often eight available garden. Return edge too media. Lay people arm pretty Democrat mouth.,675.6204738811002,305.9029101095628,330.14249567471956,43.111162617719366,75.06786758303426,202.5792028005127,348.5692194622478,362.55600793291285,333.17965801954284,656.6487175247885,498.6859257472899,26.961600166314042,177.73246837423474,50.03,747.66,103.92,133.88,322.570816,90.66,481.062605,635.31,542.67,191.291602,510.266095,611.698062,30.700126,399.026594,572.067608,565.220046,418.611274,432.161975,490.152469,511.537702,349.286399,216.169359,640.998736,66.159867,280.021070,520.31,121.36,359.04,297.98,127.55,337,582,654,251.03,37,692
-7866268793158331806,1988-01-28,-471290875,2013-10-16,2022-11-02,So south lead g,"Serious base play involve. Trip study wife easy note high avoid.
Congress hit American crime public. Student fight time center factor provide.
Bed environment itself new. Hot simple color.",231.08384049888082,156.84292260248426,37.70825028162064,50.58885782532044,130.71386090201858,717.9376436454886,500.55300709553643,597.2345504061269,591.883005816939,22.96214172362465,68.710790585995,167.75043808181024,340.0144520834866,28.72,573.96,254.05,6.15,500.773105,476.66,190.172259,446.71,554.98,13.348398,558.524528,557.714343,682.238603,550.426473,608.027954,56.210843,364.680326,182.309646,20.812990,186.457579,116.674156,299.781134,391.348827,528.553418,54.070476,195.11,217.29,659.52,54.28,124.21,181,190,660,395.34,494,647
-4436110454698338109,1978-04-14,1635067198,2000-05-30,2000-10-25,Style pretty se,"Voice democratic miss board everybody. Air name new.
Past truth friend. Point realize point financial.",39.56698939516971,533.4056500169849,75.55461855238795,307.3092041975388,337.55921530163045,535.9028784955412,329.5168776951523,633.2239446906992,272.5827027689253,518.4326765513457,356.07923391388096,704.8347153044688,567.6613853942118,159.40,484.17,296.50,502.75,470.149688,93.69,144.057093,456.94,727.99,352.497858,433.522190,700.964203,564.225554,34.954218,401.865239,335.592499,542.337942,170.508884,72.051009,196.905398,695.047367,628.042804,548.466885,419.461954,639.099475,708.79,64.60,356.17,718.08,234.40,475,536,233,169.99,495,569
-1377852587297729535,1970-06-29,523219524,1985-04-29,2016-03-23,Lawyer exactly ,"Everybody upon piece with media.
Win prepare so better. Machine put reason.
Power front stay toward what it walk. Very social generation paper role.",339.9269257409491,253.95311826829712,366.97896824649376,138.31091185751652,312.1815841897648,6.428719548755041,42.982032541976864,275.22941630104253,79.91771248155905,281.07871314721154,55.71099235788539,663.778689138393,677.4039610158,10.15,465.35,75.55,482.72,143.823804,341.18,177.686274,278.06,376.70,300.209201,260.371889,491.540248,496.258675,16.808310,542.040353,721.211632,47.455005,529.733616,114.620733,607.788766,637.819458,525.317247,533.192661,613.630668,386.604085,312.33,86.10,527.98,625.48,111.19,298,448,659,497.09,20,748
4003173635961363482,1981-02-17,1201923303,2002-12-10,2006-12-19,International i,"Run than address future bed stop. During movement natural world.
Must job local present. White development process writer. Major whole item.
Very north control. Successful full run use receive.",189.0749634671025,196.05105634779758,392.16639296671025,500.7168068792953,268.15761301320236,323.18099605032074,413.85675588261887,650.3900626699592,554.0906784921982,341.91706926505833,429.80242856710095,193.14010618944602,32.63931295764254,282.32,535.38,42.08,498.45,716.135150,139.62,461.558970,690.08,137.12,219.938576,561.266042,298.837424,80.800725,606.364331,42.393108,370.312556,65.425754,212.956040,382.490576,41.691784,271.831442,329.976433,156.153918,82.059037,332.977940,477.49,110.12,251.58,211.22,225.35,593,201,687,311.38,587,168
5132253293507303720,1992-08-18,-472146265,2021-12-13,2005-01-12,Air address mem,Drive close walk affect quite face. Everything difficult catch another money identify. Officer perform what hand company wind person good.,334.07923478507115,542.5920095454424,187.5117467557858,290.4831191137873,647.2435534200044,292.2469634948535,177.86221565647796,221.61464564644987,414.0535882806226,306.39797816857777,228.3464870934779,20.635419118166826,112.55984632916201,5.36,380.96,191.41,651.11,131.456554,126.03,59.829822,710.75,176.77,352.008560,536.536706,277.311682,640.276022,321.601228,42.472843,290.001461,170.482204,102.405726,434.222868,22.855913,490.235159,164.362190,610.471555,54.926946,142.709167,57.79,316.05,569.13,243.39,376.10,44,188,563,651.90,528,252
-8839562252380600524,1993-02-18,323747592,1990-04-11,2001-08-05,Assume only for,"Thank travel buy bar present happy factor. Simply data page.
Almost professor day official into difference day place. Central draw before list run anything thousand. Way break save test more.",285.91600426716195,599.3023793610521,630.9503686910409,309.3674377205605,556.2132227425335,302.53931006195415,418.53708115936735,44.965266600577415,52.96001333339332,229.24153579043633,613.9438331035421,469.59910848706005,594.2865690226913,735.60,565.30,618.39,238.72,460.973665,385.78,497.287956,552.80,576.88,441.433427,678.523928,204.134305,79.412969,375.767130,649.375770,689.034061,293.463511,519.857224,186.270451,545.019514,356.871768,641.990375,405.877916,75.611769,629.996802,415.35,57.07,506.19,440.08,499.60,47,312,345,217.21,322,375
8731192545862166471,1998-11-04,259021771,1996-07-17,1995-06-18,Painting huge i,Money administration particular road. Soldier real his ball to son. Large need operation somebody own walk. Fast name street traditional method.,450.1031390434183,100.03753399741933,32.48911934409569,639.2154330290471,249.78264907896983,737.4093224859649,482.55563492129477,318.1806646137722,555.7642125327054,123.68279391289741,353.0215960881838,226.222715829483,296.90147407792847,82.89,505.54,615.94,459.88,640.257540,27.50,61.703097,401.90,587.62,215.829037,655.581289,172.074146,182.045886,248.674688,587.281048,22.821441,589.135318,569.050313,724.969554,236.216300,285.027092,128.940000,354.884956,43.959048,586.004443,711.71,607.89,688.59,92.27,627.21,49,705,118,501.86,466,270
3932742013236442706,2015-08-26,259342153,1980-01-10,2012-09-08,Policy race in ,Country probably level attack however name step. Yes forget compare me recognize husband spring. During feeling time down nice note.,96.29036049465483,517.077913171083,379.399826569814,62.45004062533965,402.3769133563691,528.3532125470529,245.31198829652976,608.3609630801784,169.27663866881613,276.03233771146375,52.728172053103485,595.1866903470881,564.5265196201683,581.78,578.03,601.05,65.51,274.794580,498.75,587.272333,220.21,444.77,625.697216,394.333572,457.759277,18.126990,141.152985,283.568098,280.622762,559.204746,426.199488,203.286140,14.174258,450.915825,470.422221,488.407970,754.491476,621.482666,634.64,80.61,148.42,82.03,297.65,747,10,466,584.64,449,199
-4798415918995473610,2005-12-02,-2107370579,2003-06-10,1970-08-10,Teach they here,"Research conference old wide. Republican continue power.
Hold kind month get name mention under decade. Eight sort we law service.",100.65967017715042,341.7007152932711,540.1814011856102,119.22646827040519,423.7593906635038,66.9955741362151,134.8998869453076,615.4245665444423,132.20591971164654,23.56208277853027,260.4312754580076,43.526178576005336,129.69053421475286,550.75,612.42,84.05,440.83,656.950016,10.90,144.786162,203.68,565.58,467.208762,301.512588,340.606017,12.716850,173.112970,276.227719,468.921637,733.091621,666.272526,315.286362,674.448469,360.177362,185.547154,552.692566,389.857563,535.249372,32.73,688.54,94.17,185.03,302.64,188,53,14,401.45,184,43
5331769255007943015,2004-12-16,836705736,2011-10-22,2018-07-06,Be reason messa,"Picture thing there give. Sister stand collection case research low.
Personal what herself return but. Moment his manage central for.
Mouth and myself indeed enough.",522.7986693718369,746.6146692749712,136.54249156290754,310.2653820156939,435.44402303425176,131.1178847709443,279.0054069531496,169.4562391253237,678.3193565570267,157.81339985289213,718.8239925188136,127.92355072478163,591.425026458494,347.33,651.88,313.43,677.40,213.286516,99.72,168.632908,672.18,525.16,439.296253,508.279285,501.483043,575.676556,203.391505,660.799445,169.705482,511.630768,282.130420,26.451968,523.656743,375.236545,362.875041,701.160570,288.065589,649.974105,168.53,481.94,334.65,449.20,674.29,445,12,404,185.94,349,145
8682514224692565167,1990-06-06,1675621592,2002-08-08,2019-02-19,Ready expect oi,"Stage Congress you attack. Address nearly recognize third.
Future theory peace thousand job.",155.64585520943282,106.21786610737101,64.04148227010226,182.62933752441862,358.7561028342211,74.89198300298165,49.35304997185008,276.250595208829,734.4614722236881,720.9257233418144,502.32322725262014,608.0378458816522,173.3057803525721,27.99,305.98,560.24,402.71,355.555590,29.56,28.874745,641.76,272.67,704.726400,111.935439,119.343068,750.780182,567.283234,661.196980,245.880065,436.913030,291.070590,9.821066,403.308058,458.518277,587.116605,52.645451,483.594158,561.249482,17.25,518.98,360.95,29.02,19.74,211,671,352,753.69,490,698
-8114569455140146731,1984-01-02,1317561123,1970-10-13,1982-07-26,Attorney busine,"Here development where live stage. Interest economic their.
Anyone note year culture. Thought lead social seek economic. Model any reason government.",0.9304002376982645,638.1738816653038,50.4615548519089,652.1473795158863,586.4699352943894,483.8220784971005,292.30708422577777,496.2388705973215,266.68491318454517,80.25038231322695,616.2344411394894,550.1476701749926,640.1835366165467,701.44,152.41,473.22,123.36,692.173460,399.88,206.121772,60.26,345.17,453.190194,126.691312,638.076676,393.845748,342.476320,487.547067,512.533819,419.429656,364.414277,231.154419,428.565526,278.645939,198.947277,325.351924,219.702710,680.125879,357.86,741.57,657.32,32.61,288.19,489,390,198,66.12,572,698
-6635516929440022504,2012-02-14,-1500015278,2006-12-16,1985-02-02,Offer purpose p,"Information treatment thank staff important early.
Stock state always offer the message provide. Our resource hold fund them way employee early. Assume wonder dark sure realize hit student.",22.386369007330163,583.0368880665574,399.15529366926495,518.6998794757988,366.74776622346496,73.00463829989563,289.68849760504656,255.33026758236198,6.707841184436542,473.15666621194674,603.8090484265339,405.87904598063795,424.0177062764383,98.09,303.10,736.80,735.44,195.615126,551.42,282.877743,624.02,52.51,273.495469,666.753887,240.884032,450.182831,541.390264,49.303151,528.946527,239.073014,306.961130,572.692594,694.649760,2.746248,605.083224,409.517736,450.615457,32.590244,504.13,466.87,580.83,410.66,8.28,360,38,162,601.19,4,596
6398246297562304110,1990-06-25,901182865,1995-05-11,2018-10-11,Real others ass,"Already brother beat from. Whose early same different.
Sport why gas anything. Fact skill dinner pretty. However phone partner or realize century wife.",35.0572239058257,398.28807512735835,360.90725656921194,552.7678998887698,258.99309346221094,600.6266101819892,159.3708559624374,110.43912286969979,393.901630778014,400.36694503498427,391.9893600387211,442.97409887943064,103.0734777565503,595.69,448.61,85.96,119.41,155.819029,555.54,136.613719,677.60,751.36,308.875895,124.808209,401.945046,613.749142,389.971588,412.906111,77.656788,354.780577,404.404848,725.467638,238.006949,293.586677,684.189493,334.294450,684.711586,107.669693,167.86,643.20,514.16,255.11,94.79,155,635,152,132.25,608,25
-7458459869501813668,1976-10-15,-1017316996,2018-03-17,2019-07-13,Lay tax field a,Check debate first anything scientist save resource. Need figure national guy. Water week provide physical become although risk who. Relate he hair seem dark floor.,140.83737272145817,550.3532112201682,649.2411411861708,646.2639680138487,26.504501930536836,567.3881225936929,490.5633517362684,120.9594013886522,585.2562265740135,120.3711238654556,577.5346166119597,269.72247176892904,236.15538714450486,683.87,244.90,411.53,591.62,100.018172,199.04,122.454314,589.71,457.65,454.391243,405.128487,435.129445,622.026793,558.891562,648.731503,517.568214,440.247751,109.025970,211.523602,164.565215,684.153998,175.021708,421.549828,444.772678,178.234064,376.40,724.73,593.58,106.15,114.52,202,1,528,353.15,732,580
7980562571150104665,1984-04-15,99074606,2007-08-30,1998-12-09,Year final fall,"Choice if affect analysis happen study. There argue public everything off difference range.
Before support create show lose describe look.",277.51563448069055,735.7231978647328,322.60972376315624,478.86173167005103,649.7819541289795,247.25615595126806,500.79578616078186,6.380761864814291,183.15574871685533,546.4455975666783,29.431769802197074,207.07954836755133,412.8637498809817,36.16,336.65,355.72,674.76,119.267905,668.18,730.264116,179.09,154.30,719.537983,617.388149,161.350796,203.374541,186.363380,5.714662,694.037005,39.428589,680.112072,150.100447,140.517467,449.896893,729.777656,667.834928,234.481122,691.163815,646.78,374.30,679.02,719.52,308.60,506,286,221,47.39,263,4
-206578658699224346,2013-10-01,1826983978,2020-07-05,2002-05-13,The computer ci,Important service consider off early night. Term nature yes. Glass local instead move control sit room.,127.32380532750484,649.6366937427996,626.0970349730623,410.2162110249636,278.56166198080973,378.8864649550951,695.872904442503,190.57203882815224,230.97182024482882,42.53558094409304,638.0076787273046,238.95189545985198,479.6688704289588,241.81,396.29,258.45,701.78,22.764112,734.49,54.860670,198.73,56.95,6.013879,326.277044,175.456770,297.701930,76.511312,491.611303,496.736220,414.359113,662.004785,491.777757,549.712986,447.616675,763.890341,724.626322,341.554829,259.508820,258.00,481.12,106.15,217.22,751.72,707,114,398,381.77,259,22
-1495208490185197383,1991-09-10,1709366699,1988-10-30,1998-02-11,Our simple inte,Woman raise policy voice. Plan per believe lose food must off. Television music sure follow thought fish.,239.26631459787217,330.56943182778974,225.60809209622084,24.60266523600583,588.9130025193979,277.5735503684803,75.99342632495993,504.6210425298429,586.6136439980002,206.6587776699011,387.82231925637257,529.7168164677441,636.4355665615356,367.97,357.36,481.18,638.35,343.978655,270.39,34.148502,477.66,173.65,602.894848,499.299088,323.207846,708.343924,576.757387,686.173602,292.488981,355.252205,727.447806,460.062363,576.871203,106.043227,683.894466,466.748221,229.160355,680.170519,462.21,718.44,354.93,667.71,511.59,251,18,20,245.00,734,74
4739572371647371107,2020-08-05,-1412112648,1982-04-17,1999-01-29,Information rel,"Crime season thought. Under factor where rule can. In return notice social.
Pretty practice east society. Cold all improve those wonder determine theory.",177.60292842687934,161.85660162115357,465.4717212015267,472.1574322003778,451.13141366973855,196.19112765626403,287.3301521556275,331.8792178706021,746.8380813719288,188.70303996556083,539.1833276272546,461.2093324892693,193.60097153938636,768.00,735.50,227.15,649.95,128.651333,726.28,542.620204,556.61,767.39,566.006037,255.999817,64.092970,391.421977,279.420787,61.570054,320.579651,740.969516,727.427488,643.585089,656.690120,33.764188,686.926342,433.744114,160.736737,467.801025,381.78,268.22,625.59,114.02,283.10,487,741,244,265.48,183,663
